Mutant,File,Line,Index,Mutator,Status,Equivalent,Confidence,Time,Comments
1272,org/apache/commons/dbcp2/DelegatingCallableStatement.java,725,4,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing checkOpen()
1283,org/apache/commons/dbcp2/DelegatingCallableStatement.java,761,24,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,missing handleException()
1332,org/apache/commons/dbcp2/DelegatingCallableStatement.java,954,4,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing checkOpen()
1382,org/apache/commons/dbcp2/DelegatingCallableStatement.java,1123,4,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing checkOpen()
1409,org/apache/commons/dbcp2/DelegatingCallableStatement.java,1214,4,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing checkOpen()
1755,org/apache/commons/dbcp2/DelegatingConnection.java,360,21,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,missing handleException()
1761,org/apache/commons/dbcp2/DelegatingConnection.java,820,24,ReturnValsMutator,NO_COVERAGE,no,high,1 min,thrown RunTimeException instead of return null
1762,org/apache/commons/dbcp2/DelegatingConnection.java,815,4,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,missing checkOpen()
1811,org/apache/commons/dbcp2/DelegatingConnection.java,920,12,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
1940,org/apache/commons/dbcp2/DelegatingConnection.java,685,4,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,missing checkOpen()
1962,org/apache/commons/dbcp2/DelegatingConnection.java,647,22,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,missing handleException()
2102,org/apache/commons/dbcp2/datasources/PerUserPoolDataSource.java,652,133,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing setter
2169,org/apache/commons/dbcp2/datasources/PerUserPoolDataSource.java,928,4,VoidMethodCallMutator,SURVIVED,no,high,1 min,removed call to important assertion
2229,org/apache/commons/dbcp2/DelegatingStatement.java,70,12,VoidMethodCallMutator,NO_COVERAGE,yes,low,5 min,"don't find other impl of activate(). This method doesn't make sense to me. Don't see where ""SQL Exception"" should be thrown?"
2271,org/apache/commons/dbcp2/DelegatingStatement.java,214,30,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
2360,org/apache/commons/dbcp2/DelegatingStatement.java,490,4,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing checkOpen()
2364,org/apache/commons/dbcp2/DelegatingStatement.java,501,4,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing checkOpen()
2385,org/apache/commons/dbcp2/DelegatingStatement.java,569,11,ReturnValsMutator,SURVIVED,no,high,1 min,
2387,org/apache/commons/dbcp2/DelegatingStatement.java,567,4,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing checkOpen()
2395,org/apache/commons/dbcp2/DelegatingStatement.java,589,4,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing checkOpen()
2470,org/apache/commons/dbcp2/DelegatingPreparedStatement.java,110,20,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,missing handleException()
2513,org/apache/commons/dbcp2/DelegatingPreparedStatement.java,263,4,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing checkOpen()
2515,org/apache/commons/dbcp2/DelegatingPreparedStatement.java,267,23,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,missing handleException()
2596,org/apache/commons/dbcp2/DelegatingPreparedStatement.java,531,24,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,missing handleException()
2783,org/apache/commons/dbcp2/cpdsadapter/DriverAdapterCPDS.java,275,96,NegateConditionalsMutator,SURVIVED,no,high,1 min,would throw NullPointerException
2784,org/apache/commons/dbcp2/cpdsadapter/DriverAdapterCPDS.java,275,99,NegateConditionalsMutator,SURVIVED,no,high,1 min,would throw NullPointerException
2819,org/apache/commons/dbcp2/cpdsadapter/DriverAdapterCPDS.java,174,77,NegateConditionalsMutator,NO_COVERAGE,no,high,1 min,would throw NullPointerException
2877,org/apache/commons/dbcp2/cpdsadapter/DriverAdapterCPDS.java,776,217,ReturnValsMutator,NO_COVERAGE,no,high,1 min,returns null instead of string
2895,org/apache/commons/dbcp2/PStmtKey.java,423,75,NegateConditionalsMutator,NO_COVERAGE,no,high,1 min,
2942,org/apache/commons/dbcp2/PStmtKey.java,837,188,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
2997,org/apache/commons/dbcp2/Jdbc41Bridge.java,113,14,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
3001,org/apache/commons/dbcp2/Jdbc41Bridge.java,152,55,NegateConditionalsMutator,NO_COVERAGE,no,medium,2 min,wrong types will be accessed
3036,org/apache/commons/dbcp2/Jdbc41Bridge.java,192,210,ReturnValsMutator,NO_COVERAGE,no,medium,1 min,wrong types will be accessed
3050,org/apache/commons/dbcp2/Jdbc41Bridge.java,262,107,NegateConditionalsMutator,NO_COVERAGE,no,medium,1 min,wrong types will be accessed
3068,org/apache/commons/dbcp2/Jdbc41Bridge.java,250,63,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
3123,org/apache/commons/dbcp2/datasources/InstanceKeyDataSource.java,964,249,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,connection won't be closed
3163,org/apache/commons/dbcp2/datasources/InstanceKeyDataSource.java,540,4,VoidMethodCallMutator,SURVIVED,no,high,1 min,removed call to important assertion
3224,org/apache/commons/dbcp2/datasources/InstanceKeyDataSourceFactory.java,152,10,NegateConditionalsMutator,SURVIVED,no,high,1 min,would throw NullPointerException
3255,org/apache/commons/dbcp2/datasources/InstanceKeyDataSourceFactory.java,230,349,NegateConditionalsMutator,SURVIVED,no,high,1 min,would throw NullPointerException
3261,org/apache/commons/dbcp2/datasources/InstanceKeyDataSourceFactory.java,245,418,NegateConditionalsMutator,SURVIVED,no,high,1 min,would throw NullPointerException
3265,org/apache/commons/dbcp2/datasources/InstanceKeyDataSourceFactory.java,257,461,NegateConditionalsMutator,SURVIVED,no,high,1 min,would throw NullPointerException
3295,org/apache/commons/dbcp2/datasources/InstanceKeyDataSourceFactory.java,253,447,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,doesn't set connection property
3326,org/apache/commons/dbcp2/PoolableConnectionFactory.java,181,5,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
3415,org/apache/commons/dbcp2/cpdsadapter/PooledConnectionImpl.java,293,23,ReturnValsMutator,NO_COVERAGE,no,high,1 min,thrown RunTimeException instead of return null
3531,org/apache/commons/dbcp2/datasources/CPDSConnectionFactory.java,285,61,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,would not destroy object and close stream
3632,org/apache/commons/dbcp2/cpdsadapter/ConnectionImpl.java,305,15,ReturnValsMutator,NO_COVERAGE,no,high,1 min,thrown RunTimeException instead of return null
3661,org/apache/commons/dbcp2/cpdsadapter/ConnectionImpl.java,228,31,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,no exception thrown
3776,org/apache/commons/dbcp2/datasources/SharedPoolDataSource.java,230,4,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,removes call to input stream read method
3792,org/apache/commons/dbcp2/datasources/SharedPoolDataSource.java,191,126,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing setter
3793,org/apache/commons/dbcp2/datasources/SharedPoolDataSource.java,192,132,VoidMethodCallMutator,SURVIVED,no,high,1 min,missing setter
3844,org/apache/commons/dbcp2/datasources/PerUserPoolDataSourceFactory.java,59,86,NegateConditionalsMutator,SURVIVED,no,high,1 min,would throw NullPointerException
3978,org/apache/commons/dbcp2/Utils.java,89,4,NegateConditionalsMutator,NO_COVERAGE,no,high,1 min,will throw NullPointerException
4070,org/apache/commons/dbcp2/PoolingDataSource.java,147,70,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,
4101,org/apache/commons/dbcp2/DriverManagerConnectionFactory.java,131,5,ReturnValsMutator,NO_COVERAGE,no,high,1 min,
4148,org/apache/commons/dbcp2/managed/DataSourceXAConnectionFactory.java,176,5,VoidMethodCallMutator,NO_COVERAGE,no,high,1 min,missing closing connection
